"Kinematic viscosity, m<SUP>2</SUP>/s","Pressure, kPa","Temperature, K","Viscosity, Pa&#8226;s",salt_name
,101.325,343.15,0.0167,1-cyclopentyl-3-butylimidazolium bis((trifluoromethyl)sulfonyl)imide
,101.325,353.15,0.013,1-cyclopentyl-3-butylimidazolium bis((trifluoromethyl)sulfonyl)imide
,101,303.15,0.074,1-butyl-3-methylimidazolium tetrafluoroborate
,101,308.15,0.0582,1-butyl-3-methylimidazolium tetrafluoroborate
,101,313.15,0.0465,1-butyl-3-methylimidazolium tetrafluoroborate
,101,318.15,0.0378,1-butyl-3-methylimidazolium tetrafluoroborate
,101,323.15,0.0311,1-butyl-3-methylimidazolium tetrafluoroborate
,101,333.15,0.0215,1-butyl-3-methylimidazolium tetrafluoroborate
,101,343.15,0.0156,1-butyl-3-methylimidazolium tetrafluoroborate
,101,353.15,0.0115,1-butyl-3-methylimidazolium tetrafluoroborate
,101.325,278.15,0.195,1-(3-methylbutyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,288.15,0.112,1-(3-methylbutyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,293.15,0.086,1-(3-methylbutyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,298.15,0.069,1-(3-methylbutyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,303.15,0.056,1-(3-methylbutyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,313.15,0.038,1-(3-methylbutyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,323.15,0.027,1-(3-methylbutyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,333.15,0.02,1-(3-methylbutyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,278.15,0.24,1-isobutyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]amide
,101.325,288.15,0.13,1-isobutyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]amide
,101.325,293.15,0.103,1-isobutyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]amide
,101.325,298.15,0.079,1-isobutyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]amide
,101.325,303.15,0.061,1-isobutyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]amide
,101.325,313.15,0.04,1-isobutyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]amide
,101.325,323.15,0.028,1-isobutyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]amide
,101.325,333.15,0.02,1-isobutyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]amide
,101.325,278.15,0.122,1-methyl-3-(1-methylethyl)imidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,288.15,0.075,1-methyl-3-(1-methylethyl)imidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,293.15,0.059,1-methyl-3-(1-methylethyl)imidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,298.15,0.048,1-methyl-3-(1-methylethyl)imidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,303.15,0.039,1-methyl-3-(1-methylethyl)imidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,313.15,0.028,1-methyl-3-(1-methylethyl)imidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,323.15,0.021,1-methyl-3-(1-methylethyl)imidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,333.15,0.016,1-methyl-3-(1-methylethyl)imidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,278.15,0.237,1-(4-methylpentyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,288.15,0.137,1-(4-methylpentyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,293.15,0.107,1-(4-methylpentyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,298.15,0.085,1-(4-methylpentyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,303.15,0.069,1-(4-methylpentyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,313.15,0.045,1-(4-methylpentyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,323.15,0.032,1-(4-methylpentyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,333.15,0.023,1-(4-methylpentyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,278.15,0.306,1-(5-methylhexyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,288.15,0.164,1-(5-methylhexyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,293.15,0.124,1-(5-methylhexyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,298.15,0.096,1-(5-methylhexyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,303.15,0.076,1-(5-methylhexyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,313.15,0.05,1-(5-methylhexyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,323.15,0.035,1-(5-methylhexyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,333.15,0.025,1-(5-methylhexyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,298.15,0.0319,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,101.325,308.15,0.0224,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,101.325,318.15,0.0166,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,101.325,328.15,0.0127,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,101.325,338.15,0.00996,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,101.325,348.15,0.00801,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,101.325,358.15,0.00649,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,101.325,368.15,0.0055,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,101.325,298.15,1.183,4-(3-hydroxypropyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide
,101.325,308.15,0.566,4-(3-hydroxypropyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide
,101.325,318.15,0.281,4-(3-hydroxypropyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide
,101.325,328.15,0.1561,4-(3-hydroxypropyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide
,101.325,338.15,0.0945,4-(3-hydroxypropyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide
,101.325,348.15,0.0611,4-(3-hydroxypropyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide
,101.325,358.15,0.0378,4-(3-hydroxypropyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide
,101.325,368.15,0.02709,4-(3-hydroxypropyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide
,15000,293.15,0.468,1-butyl-3-methylimidazolium hexafluorophosphate
,20000,293.15,0.504,1-butyl-3-methylimidazolium hexafluorophosphate
,15000,313.15,0.14,1-butyl-3-methylimidazolium hexafluorophosphate
,20000,313.15,0.151,1-butyl-3-methylimidazolium hexafluorophosphate
,15000,333.15,0.061,1-butyl-3-methylimidazolium hexafluorophosphate
,20000,333.15,0.0632,1-butyl-3-methylimidazolium hexafluorophosphate
,15000,353.15,0.0293,1-butyl-3-methylimidazolium hexafluorophosphate
,20000,353.15,0.0305,1-butyl-3-methylimidazolium hexafluorophosphate
,101.325,283,0.45,1-ethyl-3-methylimidazolium methanesulfonate
,101.325,293,0.21,1-ethyl-3-methylimidazolium methanesulfonate
,101.325,298,0.155,1-ethyl-3-methylimidazolium methanesulfonate
,101.325,303,0.117,1-ethyl-3-methylimidazolium methanesulfonate
,101.325,313,0.07,1-ethyl-3-methylimidazolium methanesulfonate
,101.325,323,0.045,1-ethyl-3-methylimidazolium methanesulfonate
,101.325,333,0.031,1-ethyl-3-methylimidazolium methanesulfonate
,101.325,343,0.023,1-ethyl-3-methylimidazolium methanesulfonate
,101.325,283,1.28,1-ethyl-3-methylimidazolium diethylphosphate
,101.325,293,0.58,1-ethyl-3-methylimidazolium diethylphosphate
,101.325,298,0.41,1-ethyl-3-methylimidazolium diethylphosphate
,101.325,303,0.3,1-ethyl-3-methylimidazolium diethylphosphate
,101.325,313,0.168,1-ethyl-3-methylimidazolium diethylphosphate
,101.325,323,0.101,1-ethyl-3-methylimidazolium diethylphosphate
,101.325,333,0.066,1-ethyl-3-methylimidazolium diethylphosphate
,101.325,343,0.045,1-ethyl-3-methylimidazolium diethylphosphate
,101.325,283,0.198,"n-butyl-4-(n',n'-dimethylammonium)pyridinium bis(trifluoromethylsulfonyl)imid"
,101.325,293,0.108,"n-butyl-4-(n',n'-dimethylammonium)pyridinium bis(trifluoromethylsulfonyl)imid"
,101.325,298,0.083,"n-butyl-4-(n',n'-dimethylammonium)pyridinium bis(trifluoromethylsulfonyl)imid"
,101.325,303,0.065,"n-butyl-4-(n',n'-dimethylammonium)pyridinium bis(trifluoromethylsulfonyl)imid"
,101.325,313,0.042,"n-butyl-4-(n',n'-dimethylammonium)pyridinium bis(trifluoromethylsulfonyl)imid"
,101.325,323,0.029,"n-butyl-4-(n',n'-dimethylammonium)pyridinium bis(trifluoromethylsulfonyl)imid"
,101.325,333,0.021,"n-butyl-4-(n',n'-dimethylammonium)pyridinium bis(trifluoromethylsulfonyl)imid"
,101.325,343,0.0157,"n-butyl-4-(n',n'-dimethylammonium)pyridinium bis(trifluoromethylsulfonyl)imid"
,101.325,283.15,2.9,1-methyl-3-octylimidazolium nitrate
,101.325,293.15,1.238,1-methyl-3-octylimidazolium nitrate
,101.325,303.15,0.56,1-methyl-3-octylimidazolium nitrate
,101.325,313.15,0.29,1-methyl-3-octylimidazolium nitrate
,101.325,323.15,0.159,1-methyl-3-octylimidazolium nitrate
,101.325,333.15,0.096,1-methyl-3-octylimidazolium nitrate
,101.325,343.15,0.062,1-methyl-3-octylimidazolium nitrate
,101.325,363.15,0.03,1-methyl-3-octylimidazolium nitrate
,101.325,293.15,2.1,1-undecyl-3-methylimidazolium tetrafluoroborate
,101.325,303.15,0.94,1-undecyl-3-methylimidazolium tetrafluoroborate
,101.325,313.15,0.47,1-undecyl-3-methylimidazolium tetrafluoroborate
,101.325,323.15,0.259,1-undecyl-3-methylimidazolium tetrafluoroborate
,101.325,333.15,0.152,1-undecyl-3-methylimidazolium tetrafluoroborate
,101.325,343.15,0.097,1-undecyl-3-methylimidazolium tetrafluoroborate
,101.325,353.15,0.0649,1-undecyl-3-methylimidazolium tetrafluoroborate
,101.325,363.15,0.0455,1-undecyl-3-methylimidazolium tetrafluoroborate
,101.325,293.15,0.1411,1-butyl-3-methylimidazolium tetrafluoroborate
,101.325,298.15,0.1076,1-butyl-3-methylimidazolium tetrafluoroborate
,101.325,303.15,0.0833,1-butyl-3-methylimidazolium tetrafluoroborate
,101.325,313.15,0.0528,1-butyl-3-methylimidazolium tetrafluoroborate
,101.325,323.15,0.03553,1-butyl-3-methylimidazolium tetrafluoroborate
,101.325,333.15,0.02511,1-butyl-3-methylimidazolium tetrafluoroborate
,101.325,343.15,0.01848,1-butyl-3-methylimidazolium tetrafluoroborate
,101.325,353.15,0.01406,1-butyl-3-methylimidazolium tetrafluoroborate
,101.325,288.15,0.316,1-hexyl-3-methylimidazolium tetrafluoroborate
,101.325,293.15,0.233,1-hexyl-3-methylimidazolium tetrafluoroborate
,101.325,298.15,0.174,1-hexyl-3-methylimidazolium tetrafluoroborate
,101.325,303.15,0.132,1-hexyl-3-methylimidazolium tetrafluoroborate
,101.325,308.15,0.103,1-hexyl-3-methylimidazolium tetrafluoroborate
,101.325,313.15,0.0817,1-hexyl-3-methylimidazolium tetrafluoroborate
,101.325,318.15,0.0659,1-hexyl-3-methylimidazolium tetrafluoroborate
,101.325,323.15,0.0539,1-hexyl-3-methylimidazolium tetrafluoroborate
,101.325,288.15,0.41,1-methyl-3-octylimidazolium tetrafluoroborate
,101.325,293.15,0.301,1-methyl-3-octylimidazolium tetrafluoroborate
,101.325,298.15,0.223,1-methyl-3-octylimidazolium tetrafluoroborate
,101.325,303.15,0.169,1-methyl-3-octylimidazolium tetrafluoroborate
,101.325,308.15,0.131,1-methyl-3-octylimidazolium tetrafluoroborate
,101.325,313.15,0.103,1-methyl-3-octylimidazolium tetrafluoroborate
,101.325,318.15,0.0818,1-methyl-3-octylimidazolium tetrafluoroborate
,101.325,323.15,0.0667,1-methyl-3-octylimidazolium tetrafluoroborate
,101,293.15,0.0752,1-ethylpyridinium triflate
,101,298.15,0.0606,1-ethylpyridinium triflate
,101,303.15,0.0488,1-ethylpyridinium triflate
,101,313.15,0.0338,1-ethylpyridinium triflate
,101,323.15,0.0245,1-ethylpyridinium triflate
,101,333.15,0.0182,1-ethylpyridinium triflate
,101,343.15,0.01405,1-ethylpyridinium triflate
,101,353.15,0.01113,1-ethylpyridinium triflate
,100,293.15,0.0332,1-butyl-3-methylimidazolium dicyanamide
,100,303.15,0.0244,1-butyl-3-methylimidazolium dicyanamide
,100,313.15,0.0168,1-butyl-3-methylimidazolium dicyanamide
,100,323.15,0.0124,1-butyl-3-methylimidazolium dicyanamide
,100,333.15,0.0089,1-butyl-3-methylimidazolium dicyanamide
,100,343.15,0.0066,1-butyl-3-methylimidazolium dicyanamide
,100,353.15,0.0047,1-butyl-3-methylimidazolium dicyanamide
,100,363.15,0.0038,1-butyl-3-methylimidazolium dicyanamide
,100,298.15,0.0352,1-butyl-3-methylpyridinium dicyanamide
,100,301.15,0.031,1-butyl-3-methylpyridinium dicyanamide
,100,305.15,0.0264,1-butyl-3-methylpyridinium dicyanamide
,100,308.15,0.0231,1-butyl-3-methylpyridinium dicyanamide
,100,318.15,0.0168,1-butyl-3-methylpyridinium dicyanamide
,100,328.15,0.0124,1-butyl-3-methylpyridinium dicyanamide
,100,338.15,0.0095,1-butyl-3-methylpyridinium dicyanamide
,100,348.15,0.0075,1-butyl-3-methylpyridinium dicyanamide
,100,298.15,0.2028,1-butyl-4-methylpyridinium tetrafluoroborate
,100,301.15,0.1731,1-butyl-4-methylpyridinium tetrafluoroborate
,100,305.15,0.1347,1-butyl-4-methylpyridinium tetrafluoroborate
,100,308.15,0.101,1-butyl-4-methylpyridinium tetrafluoroborate
,100,318.15,0.0623,1-butyl-4-methylpyridinium tetrafluoroborate
,100,328.15,0.0396,1-butyl-4-methylpyridinium tetrafluoroborate
,100,338.15,0.0268,1-butyl-4-methylpyridinium tetrafluoroborate
,100,348.15,0.019,1-butyl-4-methylpyridinium tetrafluoroborate
,101.325,278.148,3.158,1-butyl-3-methylimidazolium acetate
,101.325,283.149,1.8183,1-butyl-3-methylimidazolium acetate
,101.325,293.15,0.69,1-butyl-3-methylimidazolium acetate
,101.325,298.149,0.448,1-butyl-3-methylimidazolium acetate
,101.325,313.149,0.155,1-butyl-3-methylimidazolium acetate
,101.325,333.149,0.0535,1-butyl-3-methylimidazolium acetate
,101.325,353.15,0.0244,1-butyl-3-methylimidazolium acetate
,101.325,373.15,0.0138,1-butyl-3-methylimidazolium acetate
,101,278.15,0.078,1-ethyl-3-methylimidazolium trifluoroacetate
,101,288.15,0.048,1-ethyl-3-methylimidazolium trifluoroacetate
,101,298.15,0.032,1-ethyl-3-methylimidazolium trifluoroacetate
,101,308.15,0.023,1-ethyl-3-methylimidazolium trifluoroacetate
,101,318.15,0.017,1-ethyl-3-methylimidazolium trifluoroacetate
,101,328.15,0.013,1-ethyl-3-methylimidazolium trifluoroacetate
,101,338.15,0.01,1-ethyl-3-methylimidazolium trifluoroacetate
,101,348.15,0.009,1-ethyl-3-methylimidazolium trifluoroacetate
,101,278.15,0.308,1-ethyl-3-methylimidazolium ethyl sulfate
,101,288.15,0.166,1-ethyl-3-methylimidazolium ethyl sulfate
,101,298.15,0.095,1-ethyl-3-methylimidazolium ethyl sulfate
,101,308.15,0.062,1-ethyl-3-methylimidazolium ethyl sulfate
,101,318.15,0.041,1-ethyl-3-methylimidazolium ethyl sulfate
,101,328.15,0.03,1-ethyl-3-methylimidazolium ethyl sulfate
,101,338.15,0.021,1-ethyl-3-methylimidazolium ethyl sulfate
,101,348.15,0.017,1-ethyl-3-methylimidazolium ethyl sulfate
,101,278.15,0.096,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,101,288.15,0.061,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,101,298.15,0.041,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,101,308.15,0.029,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,101,318.15,0.021,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,101,328.15,0.016,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,101,338.15,0.013,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,101,348.15,0.011,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,100,283.15,0.059,pyrrolidinium nitrate
,100,293.15,0.04,pyrrolidinium nitrate
,100,303.15,0.029,pyrrolidinium nitrate
,100,313.15,0.021,pyrrolidinium nitrate
,100,323.15,0.017,pyrrolidinium nitrate
,100,333.15,0.013,pyrrolidinium nitrate
,100,343.15,0.011,pyrrolidinium nitrate
,100,353.15,0.0093,pyrrolidinium nitrate
,101.325,288.15,0.228,1-ethyl-3-methylimidazolium acetate
,101.325,298.15,0.124,1-ethyl-3-methylimidazolium acetate
,101.325,308.15,0.069,1-ethyl-3-methylimidazolium acetate
,101.325,318.15,0.0414,1-ethyl-3-methylimidazolium acetate
,101.325,328.15,0.0265,1-ethyl-3-methylimidazolium acetate
,101.325,338.15,0.0183,1-ethyl-3-methylimidazolium acetate
,101.325,348.15,0.0133,1-ethyl-3-methylimidazolium acetate
,101.325,358.15,0.0101,1-ethyl-3-methylimidazolium acetate
,101,298.15,0.0959,1-ethyl-3-methylimidazolium ethyl sulfate
,101,303.15,0.07563,1-ethyl-3-methylimidazolium ethyl sulfate
,101,308.15,0.06066,1-ethyl-3-methylimidazolium ethyl sulfate
,101,313.15,0.04945,1-ethyl-3-methylimidazolium ethyl sulfate
,101,318.15,0.04088,1-ethyl-3-methylimidazolium ethyl sulfate
,101,323.15,0.03424,1-ethyl-3-methylimidazolium ethyl sulfate
,101,328.15,0.02899,1-ethyl-3-methylimidazolium ethyl sulfate
,101,333.15,0.02481,1-ethyl-3-methylimidazolium ethyl sulfate
,101,298.15,0.1284,1-ethyl-3-methylimidazolium acetate
,101,303.15,0.0951,1-ethyl-3-methylimidazolium acetate
,101,308.15,0.0724,1-ethyl-3-methylimidazolium acetate
,101,313.15,0.0564,1-ethyl-3-methylimidazolium acetate
,101,318.15,0.0448,1-ethyl-3-methylimidazolium acetate
,101,323.15,0.03627,1-ethyl-3-methylimidazolium acetate
,101,328.15,0.02981,1-ethyl-3-methylimidazolium acetate
,101,333.15,0.02486,1-ethyl-3-methylimidazolium acetate
,101.325,283.15,0.2089,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,293.15,0.1149,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,298.15,0.0886,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,303.15,0.0691,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,308.15,0.0554,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,313.15,0.045,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,318.15,0.0372,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,323.15,0.0308,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,100,293.15,0.1217,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
,100,298.15,0.0928,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
,100,303.15,0.0711,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
,100,303.15,0.0721,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
,100,308.15,0.0578,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
,100,313.15,0.04653,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
,100,318.15,0.0384,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
,100,323.15,0.03189,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
,101.325,293.15,1.996,trihexyl(tetradecyl)phosphonium chloride
,101.325,295.15,1.996,trihexyl(tetradecyl)phosphonium chloride
,101.325,298.15,1.683,trihexyl(tetradecyl)phosphonium chloride
,101.325,303.15,1.174,trihexyl(tetradecyl)phosphonium chloride
,101.325,308.15,0.82,trihexyl(tetradecyl)phosphonium chloride
,101.325,313.15,0.594,trihexyl(tetradecyl)phosphonium chloride
,101.325,318.15,0.4,trihexyl(tetradecyl)phosphonium chloride
,101.325,323.15,0.326,trihexyl(tetradecyl)phosphonium chloride
,101.325,298.15,1.025,tetrabutylphosphonium L-prolinate
,101.325,303.15,0.693,tetrabutylphosphonium L-prolinate
,101.325,313.15,0.3436,tetrabutylphosphonium L-prolinate
,101.325,323.15,0.1861,tetrabutylphosphonium L-prolinate
,101.325,333.15,0.1087,tetrabutylphosphonium L-prolinate
,101.325,343.15,0.06774,tetrabutylphosphonium L-prolinate
,101.325,353.15,0.0445,tetrabutylphosphonium L-prolinate
,101.325,363.15,0.03061,tetrabutylphosphonium L-prolinate
,101.325,307,0.79,1-allyl-3-methylimidazolium chloride
,101.325,311.7,0.53,1-allyl-3-methylimidazolium chloride
,101.325,319.9,0.28,1-allyl-3-methylimidazolium chloride
,101.325,330,0.15,1-allyl-3-methylimidazolium chloride
,101.325,337.1,0.1,1-allyl-3-methylimidazolium chloride
,101.325,347.3,0.061,1-allyl-3-methylimidazolium chloride
,101.325,361.1,0.035,1-allyl-3-methylimidazolium chloride
,101.325,373.2,0.024,1-allyl-3-methylimidazolium chloride
,100,293.15,0.0352,1-butyl-3-methylimidazolium tricyanomethane
,100,298.15,0.0283,1-butyl-3-methylimidazolium tricyanomethane
,100,303.15,0.0232,1-butyl-3-methylimidazolium tricyanomethane
,100,313.15,0.0163,1-butyl-3-methylimidazolium tricyanomethane
,100,323.15,0.0121,1-butyl-3-methylimidazolium tricyanomethane
,100,333.15,0.00929,1-butyl-3-methylimidazolium tricyanomethane
,100,343.15,0.00742,1-butyl-3-methylimidazolium tricyanomethane
,100,353.15,0.00606,1-butyl-3-methylimidazolium tricyanomethane
,100,293.15,0.0472,1-butyl-4-methylpyridinium tricyanomethanide
,100,298.15,0.0367,1-butyl-4-methylpyridinium tricyanomethanide
,100,303.15,0.0292,1-butyl-4-methylpyridinium tricyanomethanide
,100,313.15,0.0197,1-butyl-4-methylpyridinium tricyanomethanide
,100,323.15,0.0141,1-butyl-4-methylpyridinium tricyanomethanide
,100,333.15,0.0106,1-butyl-4-methylpyridinium tricyanomethanide
,100,343.15,0.00825,1-butyl-4-methylpyridinium tricyanomethanide
,100,353.15,0.00663,1-butyl-4-methylpyridinium tricyanomethanide
,101.325,293.15,0.0761,1-butyl-3-methylimidazolium thiocyanate
,101.325,298.15,0.0598,1-butyl-3-methylimidazolium thiocyanate
,101.325,303.15,0.0478,1-butyl-3-methylimidazolium thiocyanate
,101.325,313.15,0.0322,1-butyl-3-methylimidazolium thiocyanate
,101.325,323.15,0.02297,1-butyl-3-methylimidazolium thiocyanate
,101.325,333.15,0.01712,1-butyl-3-methylimidazolium thiocyanate
,101.325,343.15,0.0132,1-butyl-3-methylimidazolium thiocyanate
,101.325,353.15,0.0105,1-butyl-3-methylimidazolium thiocyanate
,101.325,293.15,0.02827,1-ethyl-3-methylimidazolium thiocyanate
,101.325,298.15,0.02379,1-ethyl-3-methylimidazolium thiocyanate
,101.325,303.15,0.02025,1-ethyl-3-methylimidazolium thiocyanate
,101.325,313.15,0.01513,1-ethyl-3-methylimidazolium thiocyanate
,101.325,323.15,0.01173,1-ethyl-3-methylimidazolium thiocyanate
,101.325,333.15,0.00936,1-ethyl-3-methylimidazolium thiocyanate
,101.325,343.15,0.00765,1-ethyl-3-methylimidazolium thiocyanate
,101.325,353.15,0.00638,1-ethyl-3-methylimidazolium thiocyanate
,101.325,293.15,0.03315,1-butyl-3-methylimidazolium dicyanamide
,101.325,298.15,0.02734,1-butyl-3-methylimidazolium dicyanamide
,101.325,303.15,0.02292,1-butyl-3-methylimidazolium dicyanamide
,101.325,313.15,0.01672,1-butyl-3-methylimidazolium dicyanamide
,101.325,323.15,0.01274,1-butyl-3-methylimidazolium dicyanamide
,101.325,333.15,0.01004,1-butyl-3-methylimidazolium dicyanamide
,101.325,343.15,0.00812,1-butyl-3-methylimidazolium dicyanamide
,101.325,353.15,0.00672,1-butyl-3-methylimidazolium dicyanamide
,101.325,293.15,0.01754,1-ethyl-3-methylimidazolium dicyanamide
,101.325,298.15,0.01508,1-ethyl-3-methylimidazolium dicyanamide
,101.325,303.15,0.01311,1-ethyl-3-methylimidazolium dicyanamide
,101.325,313.15,0.01017,1-ethyl-3-methylimidazolium dicyanamide
,101.325,323.15,0.00813,1-ethyl-3-methylimidazolium dicyanamide
,101.325,333.15,0.00666,1-ethyl-3-methylimidazolium dicyanamide
,101.325,343.15,0.00558,1-ethyl-3-methylimidazolium dicyanamide
,101.325,353.15,0.00475,1-ethyl-3-methylimidazolium dicyanamide
,101.325,293.15,0.01772,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,101.325,298.15,0.01502,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,101.325,303.15,0.01288,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,101.325,313.15,0.0098,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,101.325,323.15,0.00773,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,101.325,333.15,0.00593,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,101.325,343.15,0.00491,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,101.325,353.15,0.00415,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,101.325,288.15,0.0437,1-butyl-3-methylimidazolium tricyanomethane
,101.325,298.15,0.0278,1-butyl-3-methylimidazolium tricyanomethane
,101.325,308.15,0.0192,1-butyl-3-methylimidazolium tricyanomethane
,101.325,318.15,0.01293,1-butyl-3-methylimidazolium tricyanomethane
,101.325,328.15,0.00998,1-butyl-3-methylimidazolium tricyanomethane
,101.325,338.15,0.00778,1-butyl-3-methylimidazolium tricyanomethane
,101.325,348.15,0.00629,1-butyl-3-methylimidazolium tricyanomethane
,101.325,358.15,0.00518,1-butyl-3-methylimidazolium tricyanomethane
,101.325,303.15,0.186,1-ethyl-3-methylimidazolium dimethylphosphate
,101.325,313.15,0.1075,1-ethyl-3-methylimidazolium dimethylphosphate
,101.325,323.15,0.0671,1-ethyl-3-methylimidazolium dimethylphosphate
,101.325,333.15,0.04464,1-ethyl-3-methylimidazolium dimethylphosphate
,101.325,343.15,0.03127,1-ethyl-3-methylimidazolium dimethylphosphate
,101.325,353.15,0.02285,1-ethyl-3-methylimidazolium dimethylphosphate
